"URL","URL DEPTH","SEGMENTS","DISCOVERED","INDEXABLE","IN XML SITEMAP","GSC CLICKS","GSC CTR","GSC IMPRESSIONS","GSC POSITION","IS LINKED","INCOMING LINKS INTERNALLY","TITLE","GA ACTIVE USERS","GA AVERAGE ENGAGEMENT TIME","GA SCREEN PAGEVIEWS"
"/articles/portugal-road-trip-guide","2","Articles","11/20/24","Yes","No","19","1%","3,220","17.5","No","0","Your Guide to Road Tripping Portugal | AMA Travel","87","55","104"
"/articles/royal-caribbeans-symphony-of-the-seas-a-fantastic-family-retreat","2","Articles","10/22/24","Yes","No","27","1%","3,333","7.9","No","0","12 Family Activities on a Symphony of the Seas Cruise | AMA Travel","50","70","56"
"/articles/south-dakota-things-to-do","2","Articles","8/7/24","Yes","No","22","0%","8,532","11.5","No","0","South Dakota’s Black Hills and Badlands | AMA Travel","31","97","34"
"/articles/spend-the-holidays-in-jasper","2","Articles","10/22/24","Yes","No","66","2%","4,074","13","No","0","7 Ways to Spend the Holidays in Jasper | AMA Travel","81","36","90"
"/articles/travelling-destinations-for-cat-lovers","2","Articles","10/22/24","Yes","No","36","0%","6,665","8.4","No","0","Travelling Destinations for Cat Lovers | AMA Travel","32","60","33"
"/articles/five-kinds-of-all-inclusive-resort-vacations","2","Articles","10/22/24","Yes","No","25","1%","2,210","18.2","No","0","The Five Kinds of All-Inclusive Resort Vacations | AMA Trave","46","87","52"
"/articles/guide-to-porto","2","Articles","8/8/24","Yes","No","18","0%","8,451","16","No","0","Visiting Porto? Here’s What You Need to Know | AMA Travel","33","82","38"
"/articles/navigating-cultural-taboos","2","Articles","10/22/24","Yes","No","65","1%","6,144","9.7","No","0","Navigating the Cultural Taboos on Your Next Vacation","77","37","88"
"/articles/vacationing-jamaica-budget-to-luxury","2","Articles","10/22/24","Yes","No","15","0%","12,584","13.3","No","0","Travelling Jamaica, from Budget to Luxury | AMA Travel","37","57","42"
"/articles/what-is-a-multi-trip-insurance-plan","2","Articles","10/22/24","Yes","No","26","0%","6,525","19.8","No","0","The Benefits of a Multi-Trip Insurance Plan","75","60","92"
"/articles/comparing-travel-medical-insurance","2","Articles,Travel Insurance","10/23/24","Yes","No","7","0%","16,540","7.7","No","0","How to Compare Travel Medical Insurance Policies | AMA Travel","41","73","60"
"/articles/disneyland-for-adults","2","Articles","8/6/24","Yes","No","27","0%","5,249","9.8","No","0","Disneyland for Adults | AMA Travel","63","26","67"
"/articles/victoria-hotels-and-accommodations","2","Articles","3/24/25","Yes","No","1","0%","6,413","60","No","0","Victoria Hotels and Where to Stay in Victoria B.C. | AMA Travel","37","72","44"
"/articles/must-eat-places-in-jasper","2","Articles","10/22/24","Yes","No","17","0%","3,180","24.9","No","0","10 Restaurants in Jasper You Must Try | AMA Travel","80","92","117"
"/articles/things-to-do-in-peru-besides-machu-picchu","2","Articles","10/23/24","Yes","No","22","0%","11,214","8.1","No","0","Things to Do in Peru (Besides Machu Picchu) | AMA Travel","46","47","54"
"/articles/cayo-santa-maria-cuba-beaches-and-beyond","2","Articles","10/23/24","Yes","No","35","0%","9,125","15.7","No","0","Cayo Santa Maria, Cuba: Beaches and Beyond | AMA Travel","40","52","50"
"/articles/how-to-understand-your-travel-insurance-medical-questionnaire","2","Articles","10/22/24","Yes","No","45","1%","3,174","11.9","No","0","Understanding the AMA Travel Insurance Medical Questionnaire | AMA Travel","73","89","91"
"/articles/lower-your-travel-premium-one-simple-tip","2","Articles","10/22/24","Yes","No","23","1%","3,698","7.7","No","0","Use Deductibles to Lower Your Travel Insurance Premium | AMA Travel","41","55","47"
"/articles/quick-trips-okanagan","2","Articles","10/22/24","Yes","No","22","0%","4,557","33.7","No","0","Things to Do and Hotel Deals in the Okanagan | AMA Travel","26","28","27"
"/articles/the-calgary-zoo-lights-up","2","Articles","10/22/24","Yes","No","24","0%","5,893","12.6","No","0","The Calgary Zoo Lights Up","75","11","81"
"/articles/travel-ideas-for-family-reunion-vacations","2","Articles","10/23/24","Yes","No","11","0%","4,251","21.1","No","0","The Best Family Reunion Vacation Ideas | AMA Travel","26","56","29"
"/articles/aloha-spirit-hawaii","2","Articles","10/23/24","Yes","No","35","0%","9,445","7.3","No","0","5 Ways to Feel the Aloha Spirit in Hawaii | AMA Travel","41","26","49"
"/articles/why-you-should-choose-rhone-next-river-cruise","2","Articles","10/22/24","Yes","No","19","0%","5,884","27.2","No","0","Reasons to Choose the Rhône for Your Next River Cruise | AMA Travel","55","35","85"
"/articles/guide-to-nevada","2","Articles","10/22/24","Yes","No","20","0%","9,174","11.3","No","0","A Beginner’s Guide to Nevada: How to Have a Gold-Star Trip to the Silver State | AMA Travel","26","55","31"
"/articles/iceland-stopover-guide","2","Articles","10/23/24","Yes","No","24","0%","8,569","15.5","No","0","Your Guide to Having the Coolest Iceland Stopover | AMA Travel","34","28","41"
"/articles/11-things-didnt-know-you-could-do-asia","2","Articles","8/7/24","Yes","No","14","0%","4,116","10.7","No","0","11 Things You Didn’t Know You Could Do in Asia | AMA Travel","29","29","33"
"/articles/alberta-ice-fishing","2","Articles","10/22/24","Yes","No","47","1%","6,467","15.8","No","0","A Beginner’s Guide to Ice Fishing in Alberta | AMA Travel","54","30","61"
"/articles/id-requirements-for-canadians-travelling-abroad","2","Articles","10/23/24","Yes","No","24","0%","6,835","9.5","No","0","ID Requirements for Canadians Travelling Abroad | AMA Travel","71","35","77"
"/articles/learn-the-recipe-for-pad-thai","2","Articles","10/22/24","Yes","No","17","0%","8,822","12","No","0","The History and Recipe for Thailand’s National Street Dish, Pad Thai | AMA Travel","34","50","46"
"/articles/quick-trips-calgary","2","Articles","10/23/24","Yes","No","2","0%","1,266","25.5","No","0","Hotel Deals and Things to Do in Calgary | AMA Travel","118","13","146"
"/articles/evs-mountain-road-trip","2","Articles","11/13/24","Yes","No","13","1%","1,526","11.3","No","0","Try an Electric Vehicle (EV) with a Rocky Mountain Road Trip | AMA Travel","39","95","46"
"/articles/our-top-ten-most-secluded-destinations","2","Articles","10/22/24","Yes","No","37","1%","4,713","10.5","No","0","Our Top Ten Most Secluded Destinations | AMA Travel","38","40","40"
"/articles/stay-and-save-banff","2","Articles","8/7/24","Yes","No","10","1%","1,601","41.3","No","0","Stay & Save in Banff: Hotels Deals and More | AMA Travel","50","24","65"
"/articles/alberta-big-things-south-east-calgary","2","Articles","10/22/24","Yes","No","10","1%","1,262","15.8","No","0","Alberta Big Things Road Trip | South East Calgary","67","45","94"
"/articles/alberta-museums-and-collections","2","Articles","10/22/24","Yes","No","40","6%","724","14","No","0","Alberta’s Most Curious Museums and Collections | AMA Travel","45","53","58"
"/articles/best-wine-cider-distrillery-tours-in-victoria","2","Articles","10/23/24","Yes","No","18","1%","2,431","22.1","No","0","Victoria’s Best Wine, Cidery, and Distillery Tours | AMA Travel","39","43","56"
"/articles/luxury-mexican-resorts","2","Articles","10/23/24","Yes","No","52","3%","1,525","9.8","No","0","Our Top 3 Luxury Mexican Resorts | AMA Travel","61","46","67"
"/articles/member-benefits-when-booking-cruise","2","Articles,Members","8/6/24","Yes","No","9","1%","703","13.7","No","0","Cruise Benefits with AMA Membership | AMA Travel","134","68","178"
"/articles/ultimate-disney-world-cruise-trip","2","Articles","8/8/24","Yes","No","28","1%","2,545","11.7","No","0","Planning a Disney World Park and Cruise Combination Trip | AMA Travel","37","105","41"
"/articles/south-africa-exploring-most-diverse-country","2","Articles","8/7/24","Yes","No","3","0%","11,332","5.8","No","0","South Africa Top Destinations & Tips | AMA Travel","53","43","66"
"/articles/cruise-down-romantic-danube-river","2","Articles","10/22/24","Yes","No","56","1%","5,886","9.2","No","0","Cruise Down the Romantic Danube River | AMA Travel","62","46","68"
"/articles/family-friends-from-outside-country","2","Articles","10/23/24","Yes","No","13","0%","9,879","45.8","No","0","Visitors to Canada Travel Insurance | AMA Travel","21","15","24"
"/articles/northern-nevada-road-trips","2","Articles","8/8/24","Yes","No","31","1%","3,369","20.2","No","0","Three Road Trips You Need to Do in Northern Nevada | AMA Travel","31","98","32"
"/articles/spend-the-holidays-in-victoria","2","Articles","8/7/24","Yes","No","24","1%","2,313","16.8","No","0","Our 4-Day Victoria Holiday Itinerary | AMA Travel","36","72","48"
"/articles/travel-insurance-extensions-top-ups","2","Articles","10/23/24","Yes","No","40","1%","3,479","14.9","No","0","How Travel Insurance Top-Ups Work & When You Need Them | AMA Travel","60","51","86"
"/articles/whos-coming-christmas-november-jasper","2","Articles","10/22/24","Yes","No","36","1%","5,003","7.8","No","0","Christmas in November at Jasper Fairmont Lodge 2023 | AMA Travel","56","30","69"
"/articles/a-comprehensive-guide-to-italy","2","Articles","10/22/24","Yes","No","16","1%","1,125","17.3","No","0","Our Comprehensive Guide to Italy | AMA Travel","48","49","93"
"/articles/alberta-big-things-north-west-edmonton","2","Articles","8/6/24","Yes","No","11","1%","1,894","19.5","No","0","Alberta Big Things Road Trip - North West Edmonton | AMA Travel","52","31","69"
"/articles/weekend-itinerary-calgary","2","Articles","11/13/24","Yes","No","7","0%","1,308","13.7","No","0","Build Your Own 3-Day Itinerary in Calgary | AMA Travel","44","56","51"
"/articles","1","Articles","10/23/24","Yes","No","13","2%","512","50.1","No","0","AMA Travel Articles","90","38","160"
"/articles/worlds-best-river-cruises-how-to-pick-betwen-them","2","Articles","8/7/24","Yes","No","11","0%","2,471","29.2","No","0","Find the Best River for Your Next River Cruise | AMA Travel","82","42","98"
"/articles/a-comprehensive-guide-to-molokai","2","Articles","10/23/24","Yes","No","31","0%","26,020","13.1","No","0","A Comprehensive Guide to Molokai | AMA Travel","37","52","39"
"/articles/hotels-in-penticton","2","Articles","6/13/25","Yes","No","2","0%","10,861","36.6","No","0","The Best Hotels in Penticton BC | AMA Travel","30","19","33"
"/articles/cowboy-culture-in-wyoming","2","Articles","10/22/24","Yes","No","20","0%","4,714","10.4","No","0","All the Ways to Experience Cowboy Culture in Wyoming | AMA Travel","26","46","31"
"/articles/florida-road-trip-naples-everglades-from-miami-ft-lauderdale","2","Articles","8/7/24","Yes","No","38","0%","14,882","10.7","No","0","Florida Road Trip: Naples and Everglades from Miami and Fort Lauderdale | AMA Travel","40","39","42"
"/articles/alberta-u-pick-farm-experiences","2","Articles","10/23/24","Yes","No","9","0%","2,362","17.8","No","0","Farm & Food Experiences in Alberta Worth the Drive | AMA Travel","31","54","53"
"/articles/all-the-reasons-to-visit-san-francisco","2","Articles","8/9/24","Yes","No","5","0%","1,116","17.3","No","0","What to See on a Weekend Trip to San Francisco | AMA Travel","83","18","102"
"/articles/ask-a-travel-expert-the-life-of-a-cruise-ship-chef","2","Articles","10/22/24","Yes","No","27","1%","3,486","14.6","No","0","Ask a Travel Expert: The Life of an Oceania Cruise Ship Chef | AMA Travel","33","82","38"
"/articles/fall-activities-cranbrook-kimberley-british-columbia","2","Articles","10/22/24","Yes","No","26","1%","2,554","19.2","No","0","Fantastic Fall Vacations to Cranbrook and Kimberley B.C. | AMA Travel","31","37","37"
"/articles/seven-california-spas-plan-trip","2","Articles","8/8/24","Yes","No","29","1%","3,029","14.4","No","0","Seven Amazing California Spas Worth Planning a Trip For | AMA Travel","40","35","48"
"/articles/travel-insurance-for-families-faqs","2","Articles","10/22/24","Yes","No","11","0%","3,375","18.5","No","0","Travel Insurance for Families FAQs | AMA Travel","29","44","40"
"/articles/what-to-eat-and-buy-europe-christmas-markets","2","Articles","10/22/24","Yes","No","29","1%","2,810","14.9","No","0","Eating Your Way Across Europe’s Christmas Markets | AMA Travel","40","59","44"
"/articles/why-you-should-choose-seine-next-river-cruise","2","Articles","10/22/24","Yes","No","6","0%","1,941","11.8","No","0","Reasons to Choose the Seine for Your Next River Cruise | AMA Travel","42","75","50"
"/articles/grizzly-bear-guided-tour","2","Articles","10/22/24","Yes","No","26","2%","1,225","19.9","No","0","Grizzly Bear Guided Tours from Edmonton & Calgary | AMA Travel","33","35","42"
"/articles/quick-trips-banff","2","Articles","8/6/24","Yes","No","33","3%","1,140","19.1","No","0","Banff Attractions, Hikes, and Cheap Accommodations | AMA Travel","55","30","69"
"/articles/best-destinations-for-first-cruise","2","Articles","10/22/24","Yes","No","17","0%","3,301","23","No","0","The 3 Best Destinations for First-Time Cruisers | AMA Travel","37","34","40"
"/articles/preventing-seaweed-buildup-cancun-beaches","2","Articles","10/22/24","Yes","No","13","0%","6,591","10.4","No","0","Preventing Seaweed on Cancun & Riviera Maya Beaches | AMA Travel","21","76","24"
"/articles/westjet-is-making-albertans-transatlantic-dreams-come-true","2","Articles","10/23/24","Yes","No","18","0%","4,167","14.8","No","0","Direct WestJet Flights to London, Dublin and Paris from Calgary | AMA Travel","40","60","45"
"/articles/build-perfect-itinerary-victoria","2","Articles","10/22/24","Yes","No","21","1%","2,401","15.5","No","0","Build Your Own 3-Day Itinerary in Victoria | AMA Travel","32","105","45"
"/articles/turtle-release-programs-in-mexico","2","Articles","10/22/24","Yes","No","28","1%","2,076","11.3","No","0","Turtle Release Programs in Mexico | AMA Travel","39","24","56"
"/articles/interruption-for-any-other-reason-travel-insurance","2","Articles","8/7/24","Yes","No","1","0%","649","22","No","0","Interruption for Any Other Reason Travel Insurance | AMA Travel","68","66","80"
"/articles/florida-cruise-port-cities","2","Articles","8/8/24","Yes","No","27","1%","4,688","12","No","0","Things to Do in Fort Lauderdale and Miami Before (Or After) Your Cruise | AMA Travel","38","93","40"
"/articles/storm-watching-on-vancouver-island","2","Articles","10/22/24","Yes","No","35","0%","9,591","11.3","No","0","Winter is Storm Watching Season on Vancouver Island","48","47","54"
"/articles/beginners-guide-to-activities-in-arizona","2","Articles","10/22/24","Yes","No","22","0%","4,354","14","No","0","A Beginner's Guide to Vacationing in Arizona | AMA Travel","25","52","31"
"/articles/rocky-mountaineer-routes","2","Articles","8/6/24","Yes","No","6","0%","1,759","27.7","No","0","Rocky Mountaineer Routes | AMA Travel","38","32","59"
"/articles/4-reasons-albertans-love-utah","2","Articles","10/23/24","Yes","No","15","0%","3,956","6.7","No","0","4 Reasons Albertans Love Utah | AMA Travel","22","29","32"
"/articles/8-ways-to-protect-against-bank-fraud-while-travelling","2","Articles","10/22/24","Yes","No","11","0%","2,217","16.9","No","0","8 Ways to Protect Against Bank Fraud While Travelling | AMA Travel","16","31","19"
"/articles/getaway-to-the-rockies-this-winter","2","Articles","10/22/24","Yes","No","18","1%","2,865","24.9","No","0","Alberta Winter Vacations | AMA Travel","30","15","38"
"/articles/must-visit-wyoming-parks","2","Articles","10/23/24","Yes","No","43","1%","6,966","9.2","No","0","14 Must-Visit Parks in Wyoming (That Aren’t Yellowstone) | AMA Travel","45","50","47"
"/articles/portugal-food-experiences","2","Articles","8/6/24","Yes","No","8","0%","1,984","15.1","No","0","Must-Try Foodie Experiences in Portugal | AMA Travel","29","53","33"
"/articles/temple-etiquette-while-travelling","2","Articles","10/22/24","Yes","No","28","1%","3,546","4","No","0","Temple Etiquette While Travelling | AMA Travel","28","53","37"
"/articles/upcoming-jasper-park-lodge-events","2","Articles","10/23/24","Yes","No","15","1%","2,338","15.9","No","0","Weekend Getaway Packages at Fairmont Jasper Park Lodge | AMA Travel","18","21","20"
"/articles/build-the-perfect-3-day-itinerary-in-jasper","2","Articles","10/22/24","Yes","No","18","1%","1,286","19.2","No","0","Build the Perfect 3-Day Itinerary in Jasper | AMA Travel","37","49","43"
"/articles/why-you-should-choose-the-mississippi-your-next-river-cruise","2","Articles","10/22/24","Yes","No","4","0%","1,279","26.2","No","0","Reasons to Choose the Mississippi for Your Next River Cruise | AMA Travel","52","34","61"
"/articles/best-places-in-canada","2","Articles","6/26/25","Yes","No","0","0%","937","43.4","No","0","The Best Places to Visit in Canada – Bucket List Edition | AMA Travel","133","100","163"
"/articles/disney-world-double-your-daily-rides","2","Articles","10/22/24","Yes","No","7","0%","2,031","5","No","0","8 Tricks to Double Your Daily Attractions at Walt Disney World | AMA Travel","28","32","29"
"/articles/jamaica-your-next-tropical-vacation","2","Articles","1/9/25","Yes","No","8","0%","3,964","9.9","No","0","How Jamaica Compares for Your Next Tropical Vacation | AMA Travel","26","63","36"
"/articles/road-trip-nevada-hwy50-america-original-road-trip","2","Articles","10/22/24","Yes","No","10","0%","3,573","18.3","No","0","Amazing Road Trips on Highway 50, Nevada’s Loneliest Road | AMA Travel","21","65","23"
"/articles/the-best-ways-to-travel-europe","2","Articles","10/22/24","Yes","No","8","0%","1,531","21.5","No","0","The Pros and Cons of Every European Touring Style | AMA Travel","27","49","34"
"/articles/how-to-make-a-travel-insurance-claim","2","Articles","10/22/24","Yes","No","15","1%","2,412","20.4","No","0","How to Make a Travel Medical Insurance Claim | AMA Travel","28","45","36"
"/articles/nwt-dehcho-region-road-trip","2","Articles","8/8/24","Yes","No","7","0%","2,783","12.1","No","0","Road Trip Through the Northwest Territories’ Dehcho Region | AMA Travel","29","137","47"
"/articles/nwt-south-slave-region-roadtrip","2","Articles","10/23/24","Yes","No","9","0%","3,381","20.8","No","0","Explore the South Slave Region on a NWT Road Trip | AMA Travel","25","65","34"
"/articles/perfect-san-francisco-getaway","2","Articles","10/22/24","Yes","No","13","0%","2,672","15","No","0","Build Your Perfect 4-day Itinerary in San Francisco | AMA Travel","16","53","16"
"/articles/royal-caribbeans-symphony-of-the-seas-adult-amusement-park","2","Articles","10/22/24","Yes","No","14","1%","1,654","10.5","No","0","Activities on the Symphony of the Seas, the World’s Largest Cruise Ship | AMA Travel","17","73","18"
"/articles/top-reasons-to-take-out-cash-before-travelling","2","Articles","10/22/24","Yes","No","4","0%","1,391","9.6","No","0","Avoid Money Troubles Abroad: Get Cash Before You Leave! | AMA Travel","30","64","34"
"/articles/albertas-incredible-unesco-sites","2","Articles","10/22/24","Yes","No","12","0%","3,229","10.6","No","0","Alberta’s Incredible UNESCO Sites | AMA Travel","32","54","37"
"/articles/best-banff-cocktails-spirits","2","Articles","10/22/24","Yes","No","34","2%","2,158","15.2","No","0","The Best Cocktails, Craft Beers, and Spirits in Banff National Park | AMA Travel","36","29","38"
"/articles/classic-nevada-road-trip-great-basin-death-valley","2","Articles","8/8/24","Yes","No","15","0%","3,185","17","No","0","Road-Tripping Nevada’s Great Basin Highway and Death Valley Rally | AMA Travel","27","45","30"
"/articles/guide-to-croatia","2","Articles","10/22/24","Yes","No","10","0%","2,524","24.4","No","0","A Beginner’s Guide to Croatia | AMA Travel","46","84","56"
"/articles/legoland-resort-hopper-ticket","2","Articles","10/22/24","Yes","No","15","0%","7,584","7.5","No","0","LEGOLAND Resort Hopper Ticket","23","34","29"
"/articles/perfect-alberta-ski-hills-south","2","Articles","10/22/24","Yes","No","21","1%","2,769","20.4","No","0","Find Smaller Ski Hills in Southern Alberta | AMA Travel","33","13","41"
"/articles/which-hawaiian-island-are-you","2","Articles","8/7/24","Yes","No","20","0%","16,604","14.1","No","0","Which Hawaiian Island Are You? | AMA Travel","33","73","42"
"/articles/choose-the-ganges-your-next-river-cruise","2","Articles","10/22/24","Yes","No","18","0%","4,931","21.2","No","0","Reasons to Choose the Ganges for Your Next River Cruise | AMA Travel","32","43","39"
"/articles/my-disney-experience-app","2","Articles","10/23/24","Yes","No","16","0%","4,814","12.8","No","0","My Disney Experience App’s 10 Most Useful Features | AMA Travel","23","45","30"
"/articles/must-do-activities-los-angeles","2","Articles","8/7/24","Yes","No","17","0%","34,176","3.5","No","0","From Hollywood Tours to Dodgers Games – Must-Do Activities in LA | AMA Travel","23","29","25"
"/articles/anaheim-packing-house","2","Articles","8/7/24","Yes","No","8","0%","1,735","19.6","No","0","The Best Things to Try in the Anaheim Packing House | AMA Travel","22","28","26"
"/articles/disney-lookout-cay-at-lighthouse-point","2","Articles","8/29/24","Yes","No","5","0%","2,651","28.5","No","0","Discover Disney Lookout Cay at Lighthouse Point: The New Disney Destination | AMA Travel","28","54","33"
"/articles/high-value-destinations-for-canadian-travellers","2","Articles","8/7/24","Yes","No","24","1%","3,277","13.3","No","0","High-Value Destinations for Canadian Travellers","29","26","32"
"/articles/perfect-itinerary-oslo","2","Articles","11/5/24","Yes","No","12","1%","1,591","28.8","No","0","Build Your 3-Day Itinerary in Oslo | AMA Travel","18","80","21"
"/articles/stay-and-save-edmonton","2","Articles","8/7/24","Yes","No","7","0%","1,961","33.6","No","0","Stay & Save in Edmonton: Hotels Deals and More | AMA Travel","41","18","50"
"/articles/why-you-should-choose-amazon-next-river-cruise","2","Articles","8/7/24","Yes","No","7","0%","2,040","35.7","No","0","Reasons to Choose the Amazon for Your Next River Cruise | AMA Travel","22","94","24"
"/articles/best-restaurants-banff-and-lake-louise","2","Articles","10/23/24","Yes","No","1","0%","1,022","34","No","0","Restaurants You Must Try in Banff and Lake Louise | AMA Travel","46","36","52"
"/articles/been-there-loved-that-rome-florence-and-venice-with-caa-members-choice-vacations","2","Articles","10/23/24","Yes","No","14","2%","904","11","No","0","Touring Italy With CAA Members Choice Vacations | AMA Travel","20","41","35"
"/articles/a-comprehensive-guide-to-oahu","2","Articles","10/22/24","Yes","No","2","0%","2,007","24.2","No","0","A Comprehensive Guide to Oahu | AMA Travel","19","15","20"
"/articles/17-things-to-do-in-portugals-amazing-azores-islands","2","Articles","10/22/24","Yes","No","2","0%","4,074","36.7","No","0","17 Things To Do in Portugal’s Azores Islands | AMA Travel","38","48","49"
"/articles/glamping-new-camping-five-great-spots","2","Articles","10/22/24","Yes","No","4","1%","713","29.5","No","0","Glamping in Western Canada is comfort camping at its best | AMA Travel","22","37","25"
"/articles/best-family-activities-los-angeles","2","Articles","8/6/24","Yes","No","13","0%","28,933","4.3","No","0","The Best Family Activities in Los Angeles | AMA Travel","18","31","22"
"/articles/perfect-alberta-ski-hills-north","2","Articles","8/7/24","Yes","No","9","0%","1,784","25.1","No","0","Find Ski Hills in Northern Alberta | AMA Travel","23","21","26"
"/articles/instagrammable-fall-hikes-alberta","2","Articles","10/22/24","Yes","No","16","2%","890","12.6","No","0","The Best Instagrammable Fall Hikes in Alberta","19","21","20"
"/articles/perfect-alberta-ski-hills-south-central","2","Articles","10/22/24","Yes","No","15","1%","1,820","17.6","No","0","Find Ski Hills Near Red Deer | AMA Travel","25","17","31"
"/articles/a-comprehensive-guide-to-maui","2","Articles","10/22/24","Yes","No","9","0%","3,469","19.6","No","0","A Comprehensive Guide to Maui | AMA Travel","26","55","34"
"/articles/beyond-the-strip-8-attractions-outside-of-vegas-you-have-to-experience","2","Articles","10/22/24","Yes","No","3","0%","3,213","48.4","No","0","Beyond the Strip: Everything to See Outside Vegas | AMA Travel","19","30","24"
"/articles/europe-cuba-visitors-require-travel-medical-insurance","2","Articles,Travel Insurance","10/22/24","Yes","No","21","0%","4,068","34.8","No","0","Europe And Cuba Visitors Require Proof of Travel Medical Insurance | AMA Travel","25","16","25"
"/articles/join-ama-travel-app-community","2","Articles","10/23/24","Yes","No","3","0%","2,136","12.3","No","0","Find Your Travel Community on the Alberta Motor Association App | AMA Travel","42","34","49"
"/articles/reasons-to-travel-south-korea","2","Articles","8/9/24","Yes","No","10","0%","2,037","19","No","0","South Korea Awaits: Your Must-See 2024 Travel Checklist | AMA Travel","18","18","22"
"/articles/small-groups-future-of-travel","2","Articles","8/7/24","Yes","No","4","0%","1,855","26.1","No","0","Small Groups Are the Future of Travel | AMA Travel","26","57","31"
"/articles/travel-tips-for-a-stress-free-trip","2","Articles","10/22/24","Yes","No","2","0%","938","12.1","No","0","Travel Tips for a Stress-Free Trip | AMA Travel","27","30","33"
"/articles/why-book-vacation-early","2","Articles","10/23/24","Yes","No","11","0%","4,735","9.8","No","0","Booking Your Vacation Early Is Best—5 Reasons Why | AMA Travel","20","26","22"
"/articles/why-you-should-choose-danube-next-river-cruise","2","Articles","10/22/24","Yes","No","5","0%","1,955","20.6","No","0","Reasons to Choose the Danube for Your Next River Cruise| AMA Travel","41","59","54"
"/articles/ask-expert-see-wildlife-banff-lake-louise","2","Articles","8/9/24","Yes","No","13","1%","1,860","16.2","No","0","Ask an Expert: How to See Wildlife in Banff & Lake Louise | AMA Travel","19","37","22"
"/articles/best-golf-courses-nw-ireland","2","Articles","8/8/24","Yes","No","5","0%","1,698","23.1","No","0","10 Best Golf Courses in Ireland’s Northwest | AMA Travel","20","83","25"
"/articles/boutique-all-inclusive-resorts","2","Articles","10/23/24","Yes","No","17","1%","1,755","28.9","No","0","Our Top 3 Boutique and Bespoke All-Inclusive Resorts | AMA Travel","21","28","26"
"/articles/cruise-travel-insurance-can-save-your-vacation","2","Articles","2/20/25","Yes","No","13","1%","2,322","17.9","No","0","Save Your Vacation with Cruise Travel Insurance | AMA Travel","26","31","34"
"/articles/hidden-gems-of-ireland","2","Articles","8/9/24","Yes","No","10","0%","1,960","23.7","No","0","Uncover Ireland’s Hidden Gems | AMA Travel","19","27","20"
"/articles/how-to-plan-and-save-on-alberta-bc-ski-trips","2","Articles","10/22/24","Yes","No","7","0%","1,659","26","No","0","Everything You Need to Plan Your 2024-2025 Ski Trip | AMA Travel","33","18","51"
"/articles/rocky-mountain-christmas-advent-calendar","2","Articles","8/7/24","Yes","No","17","2%","1,158","10.9","No","0","Our Rocky Mountain Christmas Advent Calendar | AMA Travel","31","26","34"
"/articles/san-francisco-countercultural-destinations","2","Articles","8/7/24","Yes","No","14","1%","1,457","7.8","No","0","San Francisco’s Top Nine Countercultural Destinations | AMA Travel","17","39","20"
"/articles/top-golf-clubs-and-travel-tips","2","Articles","8/8/24","Yes","No","7","0%","1,993","39.7","No","0","Our Top Tips for Travelling with Golf Clubs | AMA Travel","14","79","17"
"/articles/why-you-should-choose-nile-next-river-cruise","2","Articles","10/22/24","Yes","No","18","1%","3,110","12.5","No","0","Reasons to Choose the Nile for Your Next River Cruise | AMA Travel","26","34","35"
"/articles/quick-trips-vancouver","2","Articles","10/22/24","Yes","No","6","1%","1,089","50.1","No","0","Quick Trips & Things to Do on Vancouver Island | AMA Travel","13","90","17"
"/articles/why-you-should-choose-rhine-next-river-cruise","2","Articles","10/22/24","Yes","No","12","1%","1,794","23.9","No","0","Reasons to Choose the Rhine for Your Next River Cruise | AMA Travel","28","103","33"
"/articles/jamaicas-top-natural-sites","2","Articles","10/22/24","Yes","No","2","0%","2,109","10.6","No","0","Jamaica’s 5 Most Beautiful Sites—Beyond Just Beaches! | AMA Travel","35","26","43"
"/articles/perfect-alberta-ski-hills-north-central","2","Articles","10/22/24","Yes","No","10","0%","5,375","18.4","No","0","Find Ski Hills in North Central Alberta | AMA Travel","22","13","25"
"/articles/7-quick-tips-for-a-getaway-to-las-vegas","2","Articles","10/22/24","Yes","No","6","0%","2,927","15.9","No","0","7 Quick Tips for a Getaway in Vegas | AMA Travel","21","81","26"
"/articles/guide-to-peru","2","Articles","10/22/24","Yes","No","12","1%","2,114","15.5","No","0","Our Beginners Guide to Peru | AMA Travel","24","125","26"
"/articles/quick-trips-edmonton","2","Articles","10/22/24","Yes","No","3","0%","601","23.5","No","0","Things to Do & Hotel Deals in Edmonton | AMA Travel","22","66","26"
"/articles/romantic-vacations-in-victoria","2","Articles","8/7/24","Yes","No","9","0%","3,864","20.1","No","0","Romantic Vacations in Victoria B.C. for Every Budget | AMA Travel","14","29","19"
"/articles/san-diego-luxury-or-budget","2","Articles","8/8/24","Yes","No","3","0%","2,204","13.3","No","0","Bougie or Budget — San Diego Done Two Ways | AMA Travel","11","59","13"
"/articles/the-best-island-cocktails-and-how-to-make-them","2","Articles","10/22/24","Yes","No","9","0%","2,284","7.9","No","0","The Best Island Cocktails and How to Make Them | AMA Travel","15","17","20"
"/articles/utah-has-the-greatest-snow","2","Articles","10/23/24","Yes","No","13","0%","10,755","9","No","0","Utah Has the Greatest Snow on Earth | AMA Travel","21","56","23"
